Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2023 Toyota Tundra SR5,"$60,632 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 5 mi. 
2023 Chevrolet Equinox 1LT,"$38,900 ", All-wheel Drive ,Gasoline ,6-Speed Electronically Controlled Automatic with O,1.5L I4 16V GDI DOHC Turbo, 1 mi. 
2023 Jeep Grand Cherokee Summit,"$63,256 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 11 mi. 
2023 Cadillac XT5 Sport,"$59,490 ", All-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V GDI DOHC, 45 mi. 
2022 Jeep Grand Cherokee 4xe Summit,"$61,755 ", Four-wheel Drive ,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid, 5 mi. 
2023 Alfa Romeo Giulia Veloce,"$53,415 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI SOHC Turbo, 29 mi. 
2022 Ford Explorer Platinum,"$56,625 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo, 5 mi. 
2023 Genesis G90 3.5T E-SUPERCHARGER,Not Priced, All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 6 mi. 
2023 Volkswagen Jetta GLI 2.0T Autobahn,"$34,781 ", Front-wheel Drive ,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 7 mi. 
2023 Audi S4 3.0T Premium Plus,"$63,600 ", All-wheel Drive ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Turbo, 5 mi. 
2023 Honda Passport TrailSport,"$43,049 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC, 3 mi. 
2022 Chrysler 300 Touring L,"$34,695 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 2,084 mi. "
2022 Mercedes-Benz Sprinter 2500 MIDWEST AUTOMOTIVE DESIGNS,"$209,999 ", Four-wheel Drive ,Diesel ,7-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 288 mi. 
2023 Toyota Prius XLE,Not Priced, Front-wheel Drive ,Hybrid ,Automatic CVT,2.0L I4 16V DOHC Hybrid, 10 mi. 
2023 Ford Bronco Badlands,"$59,045 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 4 mi. 
2023 Mercedes-Benz EQB 300 Base 4MATIC,"$64,605 ", All-wheel Drive ,Automatic,Electric, W1N9M0KB9PN019159 ,"

Keyless StartNavigation SystemPower Liftgate

"
2023 Land Rover Discovery Sport S,"$46,000 ", Four-wheel Drive ,Gasoline ,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,"," 5,955 mi. "
2023 Land Rover Range Rover Velar S,"$72,455 ", Four-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 17 mi. 
2018 Volkswagen Tiguan 2.0T SEL,"$24,683 ", All-wheel Drive ,Gasoline ,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,"," 38,996 mi. "
2022 RAM 1500 Laramie,"$81,622 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV, – 
2022 Hyundai Kona SEL,"$24,452 ", All-wheel Drive ,Gasoline ,Variable,Regular Unleaded I-4 2.0 L/122," 6,445 mi. "
2022 Nissan Altima 2.5 SR,"$29,999 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.5L I4 16V GDI DOHC," 5,319 mi. "
2023 Audi SQ5 3.0T Premium Plus,"$67,305 ", All-wheel Drive ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Turbo, 6 mi. 
2023 Chevrolet Silverado 1500 LTZ,"$59,739 ", Four-wheel Drive ,Gasoline ,Automatic,"EcoTec3 5.3L V-8 gasoline direct injection, variable valve contr", 10 mi. 
2022 Ford Explorer XLT,"$49,975 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo, – 
2020 Lincoln Navigator L Reserve,"$59,496 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo," 52,112 mi. "
2023 Genesis G90 3.5T,"$87,220 ", All-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 9 mi. 
2023 Audi Q3 45 S line Premium,"$42,970 ", All-wheel Drive ,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Kia Sorento EX,"$39,285 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo, 12 mi. 
2023 Cadillac CT5 Sport AWD,"$52,650 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 492 mi. 
2023 Cadillac XT4 Premium Luxury,"$49,515 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 42 mi. 
2020 Chevrolet Silverado 1500 Custom,"$34,185 ", Four-wheel Drive ,Gasoline ,Automatic,4.3L V6 12V GDI OHV," 38,125 mi. "
2023 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,"$43,996 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC, 3 mi. 
2022 Ford F-350 XLT,"$83,760 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel, 2 mi. 
2022 Ford F-250 Lariat,"$68,885 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,7.3L V8 16V MPFI OHV, 3 mi. 
2023 Land Rover Defender 75th Limited Edition,"$97,060 ", All-wheel Drive ,Gasoline ,Automatic,V6, 10 mi. 
2023 Land Rover Defender 90 X-Dynamic SE,"$83,235 ", Four-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 11 mi. 
2023 Mercedes-Benz GLE 350 Base 4MATIC,"$64,650 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo," 3,542 mi. "
2023 Mercedes-Benz AMG G 63 4MATIC,"$201,300 ", All-wheel Drive ,Gasoline ,Automatic,4.0L V8, 21 mi. 
2023 Hyundai Sonata SE,"$26,328 ", Front-wheel Drive ,Gasoline ,Automatic,2.5L I4 16V PDI DOHC, 2 mi. 
2023 Mazda CX-50 2.5 Turbo,"$38,199 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo, 143 mi. 
2023 Chevrolet Colorado Base,"$43,785 ", Four-wheel Drive ,Gasoline ,Automatic,"2.7L I-4 gasoline direct injection, DOHC, variable valve control", 10 mi. 
2023 Honda Ridgeline RTL-E,"$48,005 ", All-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI SOHC, 8 mi. 
2023 Lincoln Navigator Reserve,"$103,665 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 5 mi. 
2022 Mercedes-Benz AMG SL 63 Base,"$196,805 ", All-wheel Drive ,Gasoline ,Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 11 mi. 
2023 Kia EV6 GT-Line,"$59,790 ", All-wheel Drive ,1-Speed Automatic,Electric, KNDC4DLC7P5127713 ,"

Heated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2023 Cadillac Escalade ESV Premium Luxury,"$112,560 ", 4WD ,Gasoline ,Automatic,6.2L V8 16V GDI OHV, 0 mi. 
2023 Kia Sorento Hybrid EX,"$41,300 ", All-wheel Drive ,Hybrid ,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid, 14 mi. 
2022 RAM 3500 Tradesman,"$66,595 ", Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel, – 
2023 Hyundai Palisade Limited,"$49,635 ", Front-wheel Drive ,Gasoline ,–,3.8L V6 24V GDI DOHC, 10 mi. 
2023 Dodge Charger SXT,"$31,337 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 12 mi. 
2022 Chevrolet Silverado 1500 Limited RST,"$72,408 ", Four-wheel Drive ,Gasoline ,Automatic,6.2L V8 16V GDI OHV, 23 mi. 
2019 Ford Explorer XLT,"$25,682 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC," 75,014 mi. "
2024 Kia Seltos SX,"$35,985 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,1.6L I4, 4 mi. 
2020 Toyota Highlander Limited,"$32,490 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC," 139,088 mi. "
2023 Ford Bronco Outer Banks Advanced,"$69,335 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo, 4 mi. 
2023 Land Rover Defender 75th Limited Edition,"$96,825 ", All-wheel Drive ,Gasoline ,Automatic,V6, 16 mi. 
2023 Mercedes-Benz AMG GLE 53 Base,"$90,915 ", All-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 8 mi. 
2023 Acura Integra A-Spec,"$34,495 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, 5 mi. 
2023 Lexus GX 460 Base,"$62,335 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic with Sequential Shift,4.6L V8 32V MPFI DOHC, 9 mi. 
2023 Acura Integra A-Spec Technology,"$38,095 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, 5 mi. 
2020 Subaru Legacy Touring XT,"$30,976 ", All-wheel Drive ,Gasoline ,Automatic,"2.4L H-4 gasoline direct injection, DOHC, variable valve control"," 30,491 mi. "
2023 Toyota bZ4X Limited,"$51,670 ", All-wheel Drive ,Automatic,Electric, JTMABACA5PA016305 ,"

Adaptive Cruise ControlHeated SeatsHeated Steering WheelKeyless StartNavigation SystemPower Liftgate

"
2023 Mazda CX-50 2.5 Turbo Meridian Edition,"$43,065 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V, 7 mi. 
2020 Chevrolet Silverado 1500 LT,"$39,970 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.3L V8 16V GDI OHV," 26,034 mi. "
2023 INFINITI QX55 ESSENTIAL,"$55,233 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC Turbo, 5 mi. 
2023 Audi Q3 45 S line Premium Plus,"$48,770 ", All-wheel Drive ,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 13 mi. 
2023 Toyota Highlander Platinum,"$53,999 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.4L I4 16V PDI DOHC Turbo, 2 mi. 
2023 BMW iX xDrive50,"$91,495 ", All-wheel Drive ,Automatic,Electric, WB523CF0XPCM92324 ,"

Heated SeatsKeyless StartNavigation SystemPower Liftgate

"
2023 Mercedes-Benz S-Class S 500 4MATIC,"$130,705 ", All-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 8 mi. 
2020 BMW 330 i,"$27,992 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 60,754 mi. "
2022 RAM 1500 Limited,"$74,450 ", Four-wheel Drive ,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, – 
2024 Chevrolet Silverado 2500 LT,"$61,119 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.6L V8, 4 mi. 
2023 Honda CR-V EX-L,"$37,055 ", All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, – 
2022 Mercedes-Benz Sprinter 2500 144 WB,"$81,995 ", Four-wheel Drive ,Diesel ,7-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 7 mi. 
2022 Toyota Tundra Platinum,"$65,428 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 10 mi. 
2023 Land Rover Defender 110 X,"$100,830 ", Four-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 12 mi. 
2023 Mercedes-Benz GLE 350 Base 4MATIC,"$68,780 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 7 mi. 
2023 Lexus GX 460 Base,"$64,050 ", 4WD ,Gasoline ,6-Speed Automatic with Sequential Shift,4.6L V8 32V MPFI DOHC, – 
2019 BMW X1 sDrive28i,"$26,591 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 43,973 mi. "
2023 BMW X1 xDrive28i,"$44,195 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Lexus RX 350h Premium,"$55,235 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid, 11 mi. 
2020 Honda Accord LX 1.5T,"$24,408 ", Front-wheel Drive ,Gasoline ,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91," 21,828 mi. "
2024 Chevrolet Silverado 2500 High Country,"$84,485 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.6L V8, 6 mi. 
2023 Cadillac CT5 Premium Luxury AWD,"$50,640 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 69 mi. 
2023 Toyota Corolla Hatchback SE,"$25,397 ", Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC, 7 mi. 
2023 Toyota Corolla XSE,"$29,360 ", Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC, 7 mi. 
2023 Maserati Grecale GT,"$68,475 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 23 mi. 
2023 Lincoln Navigator L Reserve,"$107,815 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 116 mi. 
2022 Ford Edge SEL,"$41,880 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 4,309 mi. "
2023 Ford Escape ST-Line Elite,"$47,450 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid, 3 mi. 
2023 Nissan Armada Platinum,"$68,830 ", Four-wheel Drive ,Gasoline ,Automatic,5.6L V8 32V GDI DOHC, 1 mi. 
2023 Chevrolet Colorado Z71,"$48,455 ", 4WD ,Gasoline ,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo, 3 mi. 
2022 INFINITI Q60 3.0t Red Sport 400,"$56,697 ", All-wheel Drive ,Gasoline ,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo, 7 mi. 
2023 Audi e-tron GT Premium Plus,"$107,215 ", All-wheel Drive ,1-Speed Automatic,Electric, WAUFJBFW2P7003821 ,"

Heated SeatsKeyless StartNavigation System

"
2023 Ford Expedition Max XLT,"$75,000 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 10 mi. 
2023 Toyota Tundra Platinum,"$67,376 ", Four-wheel Drive ,Gasoline ,OTHER,3.5L V6 24V PDI DOHC Twin Turbo, – 
2023 Ford Bronco Wildtrak,"$77,435 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 2 mi. 
2023 Subaru WRX Base,"$31,778 ", All-wheel Drive ,Gasoline ,6-Speed Manual,2.4L H4 16V GDI DOHC Turbo, 7 mi. 
2023 Toyota 4Runner TRD Off Road Premium,"$50,914 ", Four-wheel Drive ,Gasoline ,5-Speed,4.0L V6 24V MPFI DOHC, 10 mi. 
2023 Chevrolet Tahoe LT,"$73,790 ", Four-wheel Drive ,Gasoline ,Automatic,5.3L V8 16V GDI OHV, 0 mi. 
2023 Mercedes-Benz AMG C 43 Base 4MATIC,"$71,460 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V PDI DOHC Turbo, 11 mi. 
2023 Audi A5 45 S line Prestige,"$66,965 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Mercedes-Benz AMG GLA 45 Base,"$61,760 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V PDI DOHC Turbo," 5,630 mi. "
2023 Audi A6 55 Premium Plus,"$65,540 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Maserati Levante Modena,"$118,395 ", All-wheel Drive ,Gasoline ,ZF 8-Speed Automatic,3.0L V6, 17 mi. 
2023 Mercedes-Benz AMG CLA 35 Base 4MATIC,"$55,810 ", All-wheel Drive ,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 5 mi. 
2023 Chevrolet Colorado Z71,"$45,265 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo, 3 mi. 
2023 Land Rover Defender 75th Limited Edition,"$94,560 ", Four-wheel Drive ,Gasoline ,Automatic,V6, 4 mi. 
2023 Chevrolet Colorado Z71,"$45,660 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo, 3 mi. 
2021 Chevrolet Trailblazer RS,"$26,300 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.3L I3 12V GDI DOHC Turbo," 30,922 mi. "
2023 Jeep Grand Cherokee Laredo,"$43,348 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 5,903 mi. "
2023 Kia Sportage X-Line,"$35,485 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC, 10 mi. 
2020 Porsche Cayenne Turbo,"$89,950 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo," 30,451 mi. "
2020 GMC Terrain Denali,"$32,221 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 22,488 mi. "
2023 Lincoln Aviator Black Label Grand Touring,"$93,360 ", All-wheel Drive ,Hybrid ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo Hybrid, – 
2023 Jeep Wagoneer Base,"$65,633 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV, 20 mi. 
2023 Land Rover Range Rover Velar P340 S R-Dynamic,"$74,990 ", Four-wheel Drive ,Gasoline ,Automatic,"Ingenium 3L I-6 gasoline direct injection, DOHC, variable valve"," 3,266 mi. "
2023 Toyota Sienna XLE,Not Priced, All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid, 5 mi. 
2022 Lincoln Aviator Standard AWD,"$52,701 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo," 7,224 mi. "
2023 Volvo XC90 B5 Plus,"$59,458 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 4 mi. 
2023 Volvo XC90 B5 Plus,"$59,458 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Jeep Grand Cherokee Summit,"$63,256 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 12 mi. 
2023 Dodge Charger SRT Hellcat Widebody,"$107,415 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged, 3 mi. 
2023 Jeep Grand Cherokee Overland,"$61,910 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 7 mi. 
2022 RAM 1500 Laramie,"$50,459 ", Rear-wheel Drive ,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 4 mi. 
2023 Maserati Levante GT,"$92,685 ", All-wheel Drive ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Twin Turbo, 31 mi. 
2023 Jaguar F-TYPE P450 R-Dynamic,"$97,105 ", All-wheel Drive ,Gasoline ,Automatic,V8, 13 mi. 
2023 GMC Sierra 2500 Pro,"$48,088 ", Four-wheel Drive ,Gasoline ,Automatic,6.6L V8 16V GDI OHV, 2 mi. 
2023 Audi S5 3.0T Premium Plus,"$67,750 ", All-wheel Drive ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Turbo, 17 mi. 
2023 Ford Bronco Big Bend,"$50,605 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo, 9 mi. 
2022 Genesis G70 2.0T,"$41,470 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 6,811 mi. "
2022 Jeep Wrangler Unlimited Sport,"$68,995 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 22 mi. 
2022 Jeep Grand Wagoneer Series III,"$99,499 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV," 5,856 mi. "
2023 Subaru Outback Touring XT,"$41,198 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.4L H4 16V GDI DOHC Turbo, 34 mi. 
2023 Volvo XC60 Recharge Plug-In Hybrid T8 Ultimate Bright Theme,"$71,635 ", All-wheel Drive ,Hybrid ,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid, 5 mi. 
2022 Ford F-150 XLT,"$39,750 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 13 mi. 
2023 Ford Transit-350 Base,"$63,335 ", All-wheel Drive ,Gasoline ,10-Speed Automatic with Overdrive,3.5L V6 24V GDI DOHC Twin Turbo, – 
2022 Volkswagen Tiguan 2.0T SE,"$31,999 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 3,467 mi. "
2023 Acura TLX Type S w/Performance Tire,"$58,145 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Turbo, 5 mi. 
2023 Jeep Wrangler Rubicon 392,"$92,855 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV, 0 mi. 
2023 Mercedes-Benz EQB 250 Base,"$58,170 ", Front-wheel Drive ,Automatic,Electric, W1N9M0CB9PN021735 ,"

Keyless StartNavigation SystemPower Liftgate

"
2023 Audi A6 55 Premium Plus,"$65,540 ", AWD ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Audi A3 Premium,"$41,075 ", Front-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 18 mi. 
2020 Ford Mustang EcoBoost,"$29,995 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo," 7,983 mi. "
2023 Honda Pilot TrailSport,"$51,845 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC, 3 mi. 
2023 Volvo XC90 Recharge Plug-In Hybrid T8 Plus Bright Theme 7 Passenger,"$76,130 ", All-wheel Drive ,Hybrid ,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid, 2 mi. 
2021 Ford Bronco Sport Big Bend,"$29,777 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo," 28,495 mi. "
2023 Jeep Grand Cherokee 4xe Summit,"$73,927 ", Four-wheel Drive ,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid, 12 mi. 
2023 Kia Niro EV Wave,"$41,982 ", Front-wheel Drive ,1-Speed Automatic,Electric, KNDCT3L16P5040008 ,"

Heated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2023 Jeep Wrangler Sport,"$43,410 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 8 mi. 
2021 Mazda CX-30 Premium Package,"$23,991 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V," 16,524 mi. "
2023 Lexus GX 460 Base,"$61,700 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC, – 
2023 Kia Telluride SX-Prestige,"$58,267 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC, 3 mi. 
2023 Volkswagen Atlas Cross Sport 2.0T SEL R-Line Black,"$47,294 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 3 mi. 
2023 Mercedes-Benz AMG GLB 35 Base,"$62,415 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 298 mi. 
2023 Mercedes-Benz EQS 450 Base 4MATIC,"$122,820 ", All-wheel Drive ,Automatic,Electric, 4JGDM2EB6PA014996 ,"

Heated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2023 Land Rover Defender X,"$109,630 ", Four-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 10 mi. 
2020 Audi Q3 45 S line Premium Plus,"$31,591 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 48,813 mi. "
2023 Hyundai Elantra SEL,"$24,936 ", Front-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V MPFI DOHC, 5 mi. 
2023 Volvo S60 B5 Plus Black Edition,"$50,081 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 3 mi. 
2023 Chevrolet Tahoe Z71,"$72,585 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic with Overdrive,5.3L V8 16V GDI OHV, 1 mi. 
2023 Acura Integra w/A-Spec Tech Package,"$38,095 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, 3 mi. 
2023 Audi Q5 e 55 S line quattro Premium,"$69,285 ", All-wheel Drive ,Hybrid ,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid, 14 mi. 
2023 Audi Q8 55 Premium Plus,"$81,785 ", All-wheel Drive ,Gasoline ,Automatic with Tiptronic,3.0L V6 24V GDI DOHC Turbo, 19 mi. 
2024 BMW X7 xDrive40i,"$95,795 ", All-wheel Drive ,Gasoline ,Automatic,3.0L, 7 mi. 
2023 Chevrolet Traverse RS,"$48,737 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC, 2 mi. 
2023 Chevrolet Tahoe Z71,"$76,485 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic with Overdrive,6.2L V8 16V GDI OHV, 2 mi. 
2023 Volvo XC60 Recharge Plug-In Hybrid T8 Ultimate Bright Theme,"$71,250 ", All-wheel Drive ,Hybrid ,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid, 5 mi. 
2019 Jeep Cherokee Trailhawk,"$24,577 ", Four-wheel Drive ,Gasoline ,9-Speed Automatic,3.2L V6 24V MPFI DOHC," 48,375 mi. "
2013 Volkswagen Touareg Sport,"$14,952 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC," 74,594 mi. "
