Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2023 Dodge Charger SRT Hellcat Widebody,107415,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged,3
2023 Jeep Grand Cherokee Overland,61910,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,7
2022 RAM 1500 Laramie,50459,Rear-wheel Drive,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,4
2023 Maserati Levante GT,92685,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,31
2023 Jaguar F-TYPE P450 R-Dynamic,97105,All-wheel Drive,Gasoline,Automatic,NoInfo,13
2023 GMC Sierra 2500 Pro,48088,Four-wheel Drive,Gasoline,Automatic,6.6L V8 16V GDI OHV,2
2023 Audi S5 3.0T Premium Plus,67750,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,17
2023 Ford Bronco Big Bend,50605,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,9
2022 Genesis G70 2.0T,41470,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,6811
2022 Jeep Wrangler Unlimited Sport,68995,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,22
2022 Jeep Grand Wagoneer Series III,99499,Four-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,5856
2023 Subaru Outback Touring XT,41198,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,34
2023 Volvo XC60 Recharge Plug-In Hybrid T8 Ultimate Bright Theme,71635,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,5
2022 Ford F-150 XLT,39750,Rear-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,13
2023 Ford Transit-350 Base,63335,All-wheel Drive,Gasoline,10-Speed Automatic with Overdrive,3.5L V6 24V GDI DOHC Twin Turbo,
2022 Volkswagen Tiguan 2.0T SE,31999,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3467
2023 Acura TLX Type S wPerformance Tire,58145,All-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,5
2023 Jeep Wrangler Rubicon 392,92855,Four-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,0
2023 Mercedes-Benz EQB 250 Base,58170,Front-wheel Drive,Automatic,Electric,NoInfo,
2023 Audi A6 55 Premium Plus,65540,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,10
2023 Audi A3 Premium,41075,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,18
2020 Ford Mustang EcoBoost,29995,Rear-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,7983
2023 Honda Pilot TrailSport,51845,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,3
2023 Volvo XC90 Recharge Plug-In Hybrid T8 Plus Bright Theme 7 Passenger,76130,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,2
2021 Ford Bronco Sport Big Bend,29777,Four-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,28495
2023 Jeep Grand Cherokee 4xe Summit,73927,Four-wheel Drive,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,12
2023 Kia Niro EV Wave,41982,Front-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Jeep Wrangler Sport,43410,Four-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,8
2021 Mazda CX-30 Premium Package,23991,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V,16524
2023 Lexus GX 460 Base,61700,Four-wheel Drive,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,
2023 Kia Telluride SX-Prestige,58267,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,3
2023 Volkswagen Atlas Cross Sport 2.0T SEL R-Line Black,47294,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3
2023 Mercedes-Benz AMG GLB 35 Base,62415,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,298
2023 Mercedes-Benz EQS 450 Base 4MATIC,122820,All-wheel Drive,Automatic,Electric,NoInfo,
2023 Land Rover Defender X,109630,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,10
2020 Audi Q3 45 S line Premium Plus,31591,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,48813
2023 Hyundai Elantra SEL,24936,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V MPFI DOHC,5
2023 Volvo S60 B5 Plus Black Edition,50081,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,3
2023 Chevrolet Tahoe Z71,72585,Four-wheel Drive,Gasoline,10-Speed Automatic with Overdrive,5.3L V8 16V GDI OHV,1
2023 Acura Integra wA-Spec Tech Package,38095,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,3
2023 Audi Q5 e 55 S line quattro Premium,69285,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,14
2023 Audi Q8 55 Premium Plus,81785,All-wheel Drive,Gasoline,Automatic with Tiptronic,3.0L V6 24V GDI DOHC Turbo,19
2024 BMW X7 xDrive40i,95795,All-wheel Drive,Gasoline,Automatic,NoInfo,7
2023 Chevrolet Traverse RS,48737,All-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,2
2023 Chevrolet Tahoe Z71,76485,Four-wheel Drive,Gasoline,10-Speed Automatic with Overdrive,6.2L V8 16V GDI OHV,2
2023 Volvo XC60 Recharge Plug-In Hybrid T8 Ultimate Bright Theme,71250,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,5
2019 Jeep Cherokee Trailhawk,24577,Four-wheel Drive,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,48375
2013 Volkswagen Touareg Sport,14952,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,74594
2023 Audi e-tron S Premium Plus,95495,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2022 Ford F-150 Lariat,81330,Four-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,12
2022 Ford F-150 XLT,42000,Rear-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,15
2023 Acura Integra A-Spec,33595,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,11
2023 GMC Canyon Base,52870,Four-wheel Drive,Gasoline,Automatic,2.7L I-4 gasoline direct injection DOHC variable valve control,1
2023 Lincoln Navigator Reserve,107540,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,19
2023 Lincoln Navigator Reserve,107500,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,20
2024 BMW ALPINA XB7,154345,NoInfo,Gasoline,Automatic,4.4L V8,9
2023 Nissan Frontier SV,39838,Four-wheel Drive,Gasoline,Automatic,3.8L V6 24V GDI DOHC,12
2022 Chrysler 300 Touring,29058,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,683
2023 Volvo XC90 B6 Plus 6-Seater,62143,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,5
2023 GMC Sierra 1500 Denali Ultimate,82940,Four-wheel Drive,Diesel,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,5
2023 Nissan ARIYA VENTURE,48485,Front-wheel Drive,Automatic CVT,Electric,NoInfo,
2023 Hyundai Palisade Limited,50800,All-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,3.8L V6 24V GDI DOHC,4282
2023 Honda Passport EX-L,42900,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,3
2023 Acura Integra wA-Spec Tech Package,38095,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,3
2023 Mercedes-Benz AMG C 43 Base 4MATIC,82500,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,10
2023 Cadillac XT6 Sport AWD,64960,All-wheel Drive,Gasoline,Automatic,3.6L V6 24V GDI DOHC,3
2023 Nissan Pathfinder Platinum,53310,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,1
2023 Jeep Wagoneer Series III,73875,Four-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,10
2023 Chevrolet Silverado 1500 ZR2,78609,Four-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,2
2022 Ford F-150 Lariat,78950,Four-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,25
2021 Honda Accord Hybrid EX-L,30493,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,32720
2023 Toyota Camry XSE V6,41460,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC,
2023 Nissan Pathfinder SL,43914,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,2
2023 Mercedes-Benz GLS 450 4MATIC,98855,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,5
2023 Land Rover Discovery P300 S R-Dynamic,70330,Four-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,11
2017 Cadillac XT5 Luxury,22291,Front-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,57045
2023 Mercedes-Benz AMG GLE 53 Base,,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,5
2023 Hyundai Tucson Hybrid SEL Convenience,36705,All-wheel Drive,Hybrid,Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,1
2024 Chevrolet Trax ACTIV,26540,Front-wheel Drive,Gasoline,Automatic,1.2L 3 Cylinder,3
2023 Subaru Ascent Limited 7-Passenger,44150,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,6
2023 Chevrolet Corvette Stingray w2LT,94720,Rear-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,2
2022 Chevrolet Equinox 1LT,27940,Front-wheel Drive,Gasoline,Automatic,1.5L I-4 gasoline direct injection DOHC VVT variable valve con,11
2022 Ford F-150 Tremor,59145,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,10
2022 RAM 1500 Big Horn,51773,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,2
2022 Mercedes-Benz GLC 300 Base 4MATIC,52210,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,8768
2023 Audi S5 3.0T Premium Plus,67835,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,10
2023 Nissan Pathfinder SL,44591,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,2
2023 Cadillac XT5 Sport,60090,All-wheel Drive,Gasoline,Automatic,3.6L V6 24V GDI DOHC,2
2023 Honda Passport EX-L,40503,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,3
2023 Kia Niro EV Wave,42595,Front-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Kia Telluride SX,52780,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,12
2023 GMC Yukon XL SLT,73690,Four-wheel Drive,Gasoline,10-Speed Automatic with Overdrive,5.3L V8 16V GDI OHV,2
2023 Nissan Rogue SV,34998,All-wheel Drive,Gasoline,Automatic CVT,1.5L I3 12V GDI DOHC Turbo,2
2023 Ford F-150 XL,49985,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1177
2023 Mercedes-Benz AMG GLE 53 Base,87285,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,7
2023 Mercedes-Benz AMG GLE 53 Base,89420,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,20
2022 Mercedes-Benz AMG SL 63 Base,190900,All-wheel Drive,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,5
2023 Jeep Wagoneer L Series III,91145,Four-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,
2023 Ford Expedition Limited,79125,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,4
2023 Nissan Frontier PRO-4X,42258,Four-wheel Drive,Gasoline,Automatic,3.8L V6 24V GDI DOHC,6
2023 Aston Martin DBX 707,255000,All-wheel Drive,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,28
2023 Land Rover Defender 110 S,72415,Four-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,24
2023 Audi Q5 e 55 S line quattro Premium,61875,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,14
2022 Mercedes-Benz GLB 250 Base 4MATIC,48050,All-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,5241
2022 Mercedes-Benz AMG SL 63 Base,200955,All-wheel Drive,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,22
2023 INFINITI QX80 SENSORY,90098,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,5
2023 Maserati Levante Modena S,149940,All-wheel Drive,Gasoline,ZF 8-Speed Automatic,3.8L V8 32V GDI DOHC Twin Turbo,19
2023 Cadillac XT4 Sport,45875,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,3
2023 Chevrolet Colorado Z71,45265,Four-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,3
2022 Hyundai Santa Fe XRT,32390,Front-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,9551
2023 Volvo XC90 Recharge Plug-In Hybrid T8 Plus 6 Passenger,79730,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,5
2021 Audi e-tron Premium Plus,48880,All-wheel Drive,Gasoline,1-Speed Automatic,NoInfo,31013
2023 Mazda CX-5 2.5 S Carbon Edition,32515,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,6
2023 Mercedes-Benz EQE 350 350,,NoInfo,,1-Speed Automatic,NoInfo,8
2023 Land Rover Defender 110 X-Dynamic SE,88165,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,10
2022 Mercedes-Benz AMG SL 63 Base,196085,All-wheel Drive,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,22
2023 BMW X1 xDrive28i,42705,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,9
2023 Hyundai Tucson Hybrid SEL Convenience,36325,All-wheel Drive,Hybrid,Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,1
2017 Hyundai Elantra SE,11970,Front-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,86661
2022 Jeep Cherokee Latitude Lux,28095,Front-wheel Drive,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,7100
2023 Cadillac XT4 Sport,49999,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,3397
2023 Land Rover Defender 75th Limited Edition,97210,Four-wheel Drive,Gasoline,Automatic,NoInfo,14
2023 Hyundai Sonata SEL,28093,Front-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,11
2023 Land Rover Defender X-Dynamic SE,94180,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,12
2023 Audi SQ8 4.0T quattro Premium Plus,113990,All-wheel Drive,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,10
2023 Ford Explorer ST-Line,48670,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,6
2024 Mazda CX-90 Premium,50945,All-wheel Drive,Gasoline,8-Speed Automatic,NoInfo,23
2023 RAM 1500 Limited,68824,Four-wheel Drive,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,9
2023 Volvo V90 Cross Country B6 Ultimate,67820,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,3777
2023 Acura Integra A-Spec,35095,Front-wheel Drive,Gasoline,Automatic,1.5L I-4 gasoline direct injection DOHC VTEC variable valve co,10
2023 Audi Q7 55 Prestige,86825,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,11
2022 Dodge Challenger RT Scat Pack,46663,Rear-wheel Drive,Gasoline,6-Speed Manual,6.4L V8 16V MPFI OHV,2
2023 Land Rover Defender 110 V8,115330,Four-wheel Drive,Gasoline,Automatic,5.0L V8 32V GDI DOHC Supercharged,8
2018 Toyota RAV4 XLE,26990,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,39002
2023 Mercedes-Benz C-Class C 300 4MATIC,54605,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1879
2023 Land Rover Defender 90 X-Dynamic SE,88990,Four-wheel Drive,Gasoline,Automatic,Ingenium 3L I-6 gasoline direct injection DOHC CVVL variable v,1200
2023 BMW M8 Competition,144795,All-wheel Drive,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,19
2020 BMW M760 i xDrive,82888,All-wheel Drive,Gasoline,8-Speed Automatic,6.6L V12 48V GDI DOHC Twin Turbo,16922
2020 Audi Q5 e 55 Premium,36444,All-wheel Drive,Hybrid,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Hybrid,39341
2022 Audi Q5 e 55 S line quattro Premium,56880,All-wheel Drive,Hybrid,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Hybrid,2164
2022 Mercedes-Benz AMG CLA 45 Base 4MATIC,66984,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V PDI DOHC Turbo,9597
2019 Volvo S60 Hybrid T8 Inscription,34920,All-wheel Drive,Gasoline,Automatic,Drive-E 2L I-4 gasoline direct injection DOHC variable valve c,38921
2016 Volvo V60 Cross Country T5,20389,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I5 20V MPFI DOHC Turbo,86802
2016 INFINITI Q50 2.0T Premium,17450,All-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,76059
2019 Volvo XC40 T5 Inscription,30500,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,21953
2021 Audi Q5 e 55 Premium,47599,All-wheel Drive,Hybrid,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Hybrid,12962
2021 Audi A6 allroad 55 quattro Premium Plus,63296,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo,16193
2022 Audi S6 2.9T Premium Plus,75222,All-wheel Drive,Gasoline,Automatic,2.9L V6 24V GDI DOHC Twin Turbo,11731
2018 Lotus Evora 400 Base,83559,Rear-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC Supercharged,12100
2005 Rolls-Royce Phantom VI,69995,Rear-wheel Drive,Gasoline,6-Speed Automatic,6.8L V12 48V GDI DOHC,77188
2023 GMC Yukon XL SLT,73145,Four-wheel Drive,Gasoline,10-Speed Automatic with Overdrive,5.3L V8 16V GDI OHV,1
2023 Toyota Tundra Platinum,66815,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,4
2023 Cadillac Escalade Premium Luxury,109560,Four-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,4
2023 Land Rover Defender 90 Carpathian Edition,118620,Four-wheel Drive,Gasoline,Automatic,5.0L V8 32V GDI DOHC Supercharged,3
2024 Lexus NX 350h,,NoInfo,Gasoline,1-Speed CVT with Overdrive,NoInfo,0
2023 Kia Forte GT-Line,28215,Front-wheel Drive,Gasoline,IVT,2.0L I4 16V MPFI DOHC,2
2019 Subaru Crosstrek Hybrid Base,28545,All-wheel Drive,Hybrid,Automatic CVT,2.0L H4 16V GDI DOHC Hybrid,65740
2006 Chrysler 300C SRT-8,18495,Rear-wheel Drive,Gasoline,5-Speed Automatic,6.1L V8 16V MPFI OHV,85221
2018 Ford Focus RS Base,42888,All-wheel Drive,Gasoline,6-Speed Manual,2.3L I4 16V GDI DOHC Turbo,25183
2018 Lexus RC 350 Base,39888,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,23182
2014 Jaguar XJ Base,24995,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,39819
2015 Lexus RC F Base,54995,Rear-wheel Drive,Gasoline,8-Speed Automatic,5.0L V8 32V PDI DOHC,70225
2000 Acura Integra LS 2dr Hatchback,16995,Front-wheel Drive,Gasoline,Manual 5-Speed,1.8L I4,77800
2013 BMW 740 Li,18985,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,80403
2020 BMW M760 i xDrive,96787,All-wheel Drive,Gasoline,8-Speed Automatic,6.6L V12 48V GDI DOHC Twin Turbo,12955
2022 BMW M235 Gran Coupe i xDrive,47866,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,8178
2012 Nissan 370Z Touring,23550,Rear-wheel Drive,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,46465
2017 GMC Savana 2500 Work Van,42950,Rear-wheel Drive,Gasoline,Automatic,6.0L V8 16V MPFI OHV,86099
2017 Lexus IS 350 Base,31092,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,46737
2020 Jeep Grand Cherokee Limited,33385,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,54335
2009 BMW 528 i xDrive,10620,All-wheel Drive,Gasoline,6-Speed Automatic,3.0L I6 24V MPFI DOHC,69578
2022 Cadillac CT4-V V-Series Blackwing,67990,Rear-wheel Drive,Gasoline,10-Speed Automatic,3.6L V6 24V GDI DOHC Twin Turbo,3305
1988 Chevrolet Caprice Classic Brougham 4dr Sedan,24995,Rear-wheel Drive,Gasoline,Automatic 4-Speed,5.0L V8,63518
2013 Ferrari FF Base,109995,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,6.3L V12 48V GDI DOHC,50066
1999 Rolls-Royce Silver Seraph V12,34999,Rear-wheel Drive,Gasoline,5-Speed Automatic,5.4L V12 24V MPFI SOHC,62100
2010 Nissan GT-R Premium,62495,All-wheel Drive,Gasoline,6-Speed Automatic with Auto-Shift,3.8L V6 24V MPFI DOHC Twin Turbo,43506
2023 Honda Ridgeline RTL-E,44030,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5
2012 Nissan 370Z Touring,26599,Rear-wheel Drive,Gasoline,6-Speed Manual,3.7L V6 24V MPFI DOHC,14807
2023 Honda HR-V LX,26595,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,10
2023 Toyota Tundra Hybrid 1794 Edition,68522,Four-wheel Drive,Hybrid,Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,2
2023 Honda CR-V Hybrid Sport Touring,40395,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,3
2022 Honda Insight Touring,30800,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,16725
2016 Dodge Viper GTS,153800,Rear-wheel Drive,Gasoline,6-Speed Manual,8.4L V10 20V MPFI OHV,5559
2003 Dodge Dakota Sport,23800,Rear-wheel Drive,Gasoline,5-Speed Automatic,3.9L V6 12V MPFI OHV,17815
2006 Pontiac GTO,29800,Rear-wheel Drive,Gasoline,6-Speed Manual,6.0L V8 16V MPFI OHV,22335
2016 Mercedes-Benz AMG GLA AMG GLA 45 4MATIC,27717,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,75580
2023 GMC Sierra 1500 AT4,74370,Four-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,12
2023 Lexus NX 450h Luxury,68995,All-wheel Drive,Gasoline,Automatic CVT,2.5L I4 16V DOHC,2102
2012 BMW M3 Base,32276,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,4.0L V8 32V MPFI DOHC,58309
2009 Nissan 370Z NISMO,18900,Rear-wheel Drive,Gasoline,6-Speed Manual,3.7L V6 24V MPFI DOHC,79964
2023 Land Rover Defender 75th Edition,94360,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,15
2023 Toyota Corolla Cross XLE,32912,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,3
2023 Land Rover Defender 110 SE,81790,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,11
2015 Aston Martin V12 Vantage S Base,139900,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,6.0L V12 48V MPFI DOHC,915
2022 BMW 430 Gran Coupe i,41399,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,10133
2024 GMC Sierra 2500 Base,59362,Four-wheel Drive,Diesel,Automatic,Duramax 6.6L V-8 diesel direct injection intercooled turbo die,1
2022 RAM 1500 Limited,72670,Four-wheel Drive,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,
2023 RAM 1500 TRX,96065,Four-wheel Drive,Gasoline,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged,18
2023 Chevrolet Blazer 2LT,38685,Front-wheel Drive,Gasoline,9-Speed Automatic with Overdrive,2.0L I4 16V GDI DOHC Turbo,10
2023 Chevrolet Tahoe High Country,90910,Four-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,2
2023 Hyundai Elantra N Line,28088,Front-wheel Drive,Gasoline,Automatic,1.6L I4 16V GDI DOHC Turbo,57
2023 Ford Mustang GT Premium,53490,Rear-wheel Drive,Gasoline,Automatic,5.0L V8 32V PDI DOHC,5
2022 Ford F-150 Lariat,69275,Four-wheel Drive,Hybrid,Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,0
2023 Honda Odyssey Sport,42705,Front-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L212,0
2023 Mercedes-Benz C-Class C 300 4MATIC,60435,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,998
2023 Lexus NX 350 Premium,49345,All-wheel Drive,Gasoline,8-Speed Automatic,2.4L I4 16V PDI DOHC Turbo,3
